"title","content","date","variant","images","verified","author","rating","product","url"
"Pulling of the magnetic","The magnet was really strong however I did struggle to get my phone off it easily without Pulling off the phone holder its self. It also pulled quite a lot on my car where it was attached because of the strength of the magnetic. Overall it works how it should but just be aware of how strong this magnetic is","02 Nov 2020","Colour Name: Black","","Yes","Amari","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Five stars","Really good. My phone did not move from the mount on a trackday, driving at full speed around a track for two hours overall. Long story short, ended up buying two more for my other road cars","23 May 2019","Colour Name: Black","","Yes","MrJayC16","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very good phone holder","Brilliant phone holder, Fit snugs onto the vents in my car and holds my phone very securely, bought one for my girlfriends car after being so impressed with mine","22 Jul 2019","Colour Name: Black","","Yes","Danny M","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great phone help","Great little addition to help hold the phone whilst driving. Doesn’t slip holds well.","30 Aug 2020","Colour Name: Black","","Yes","Mrs. C. Coverdale","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good device","Works as described poweful magnet I fixed the disk to my phone holder very stable. Recommended","29 Jun 2020","Colour Name: Black","","Yes","Dr. A. A. Clarke","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good service, good product","This product arrived as promised (next day), the quality seems good and it easily affixed to my car as well as the back piece to my phone. I would recommend.","13 Mar 2019","Colour Name: Black","","Yes","K. gotting","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"The best!!!","Probably the best in car phone holder you will ever buy and I have tried many over the years. This is so simple, no nasty rings on the windscreen or fiddling with a plastic clamp to hold you phone, it just works. Enough said!","30 Dec 2018","Colour Name: Black","","Yes","I. Hutchings","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Problematic","Product is great whilst the magnetic is connected to the phone however keeping it attached to the car in the vent is a problem as it falls out however hard I push it in! Some instances whilst driving it has popped off and nearly gone under the break or accelerator!","27 Dec 2019","Colour Name: Black","","Yes","dippi","2.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Over a year and still going strong","Apply the magnet underneath your phone case, easy to use, strong magnet, hasn't fell once!","06 Nov 2020","Colour Name: Black","","Yes","James Dove","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Clever, simple and effective.","My old car phone holder was a suction type and it eventually stopped sticking, so I decided to give this magnetic device a go...and I'm impress! It's really simple to fit - so long as you car has horizontal air vents you'll have no trouble. It worked great with my iPhone 6 and so far so good with my new 7Plus. Included are 2 stickers to attach to the back of your phone (works with cover attached too). The magnetic device is small, neat, and unassuming. Pushes onto the vent and doesn't cause any damage.","28 Feb 2017","Colour Name: Black","","Yes","Stephen","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fine if you have a small phone","I have an iphone 10 and this thing struggles with the size/weight of my phone. Its ok, just. But it does sometimes swivel over.","24 Nov 2019","Colour Name: Black","","Yes","Miss Penney","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does not fit in. Solved!","I have a Yaris and it didn’t fit. The magnet is not strong enough to hold my phone through my case. The service was great ! They respond fast and suggested a refund if the product couldn't fit in my car. So i'm very pleased with YOSH and i would buy another product in the future.","31 May 2018","Colour Name: Black","","Yes","John","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Must have","Absolutely brilliant little device, I have recently got a new car and it doesn’t have blue tooth ☹️ so got this, it’s brilliant, I use Siri and it’s just like having Bluetooth, would definitely recommend 👍","26 Feb 2020","Colour Name: Black","","Yes","Paula","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Absolute life saver!!!","This has been an absolute life saver. Very secure and strong magnet. Have recommended to friends and family","20 Jul 2020","Colour Name: Black","","Yes","miss c.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Waste of time and money 💰","The phone keeps falling off. The magnets are not strong enough 😪. I do not recommend this at all.","21 Oct 2020","Colour Name: Black","","Yes","Valentin","1.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does what it's meant to","Not much I can say about this product other than it does exactly what it says it does. Holds your phone via magnet that gets stuck to the back of your phone to connect to the magnet on the mount. Place it into the air vents and you're good to go. No problems so far, all round decent product.","30 Jan 2020","Colour Name: Black","","Yes","Anon","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Placement of adhesive magnet part important","Great product that is simple and subtle... But unfortunately the adhesion to my mobile cover failed. Largely in part to placing it, in and out of pocket. I believe the adhesive magnet is best placed inside a cover, however my phone case (MEI brand) is too thick to accommodate this.","01 Oct 2019","Colour Name: Black","","Yes","Mr. C. Gibson","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Good product","It arrived promptly and it does the job, easy to fit and so far the phone stays put.","28 Apr 2020","Colour Name: Black","","Yes","Andreia S.","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy to fix to air vent !","Clever design As I have a Saab Aero convertible the ride is a bit harsh ! Backed up magnet which was a bit weak I felt for an I phone 8 plus with industrial quality Velcro - much more sturdy","28 Mar 2018","Colour Name: Black","","Yes","colin thornton","4.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Definitely a 5 star product - One of my best buys","Every once in a while you come across something special and Unique - This is one of those those products I have added to my list of Best Buys.","23 Jun 2020","Colour Name: Black","","Yes","Peter K","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Simple and effective","Fits in the vents and neat. A little stiff to fit the vents, but reassuring as it is a tight fit then so no chance of falling off. It looks good too.","01 Mar 2020","Colour Name: Black","","Yes","John Street","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"YOSH Car Phone Holder Magnetic Air Vent Phone Holder f","Have seen this in other peoples cars and didn't realise how easy it was to put in.  Great little gadget - i love it and so good to have my phone so accessible in the car.","09 Dec 2018","Colour Name: Black","","Yes","Adrienne Cohen","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"High Quality Product/Value for Money","I have been looking for something to mount my phone to in car for a very long time. This has been the best that I have come across. It is simply the most practical mount I have come across. It's unnoticeable when in the car, very sturdy, build quality, packaging etc is all top notch. I was expecting something flimsy but this is a high quality product which has exceeded my expectations. It's a very very good product and for the price point you can't go wrong. Makes for a great present too","17 Mar 2018","Colour Name: Black","","Yes","Amazon Customer","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"OK not great","OK product but I found the magnet is stronger than the hold on the air vent so always pulls off.","02 Jan 2020","Colour Name: Black","","Yes","Samuel","3.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very good product which does the job","This phone holder is great for the value.Magnet is very strong and will hold your phone in place even whilst racing. 100% recommend","20 Jan 2020","Colour Name: Black","","Yes","Rafal Keszczyk","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Simple and easy","I literally stick this in between the car vent and place my mobile and the magnet sticks perfectly fine. no complaints","21 Jun 2019","Colour Name: Black","","Yes","Foyzur Rahman","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does the job well","I collect and deliver cars for a living. The Yoshi car mount is brilliant it is small and strong and has fitted into every car I have driven to date. An excellent product at a really good price.","01 Jan 2020","Colour Name: Black","","Yes","Mrs Fiona M Binding","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"10/10 defo would buy","The suction is perfect there's enough suction that my phone stays attached when plugging various charger cables in and comes away easily from pad without the pad moving. 10/10 solid product","11 Jul 2019","Colour Name: Black","","Yes","Alex","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Great gadget","Bought this for my daughter for her first car.  She is really happy with the holder, it fits easily and is an overall great little gadget.  I would recommend this","14 Dec 2018","Colour Name: Black","","Yes","Jonah","5.0","YOSH Car Phone Mount Holder Magnetic Air Vent in car Mobile Phone Cradle Magnet for iPhone 12 11 Pro Max XR XS Max X 8 7 6s Plus Samsung S20 S10+ A70 S10 Huawei P30 P20 Pro Xperia Xiaomi Oneplus etc.","https://www.amazon.co.uk/product-reviews/B01JG7ZMIW/ref=cm_cr_othr_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
